0,1
13,58
13,59
13,81
13,82
13,91
13,120
17,72
34,43
34,45
34,101
37,81
37,91
41,34
50,58
50,59
91,125
92,48
97,22
97,105
97,120
100,144
101,34
101,132
114,141
122,39
136,78
156,43
156,45
156,74
156,101
157,52
157,69
163,82
164,43
164,45
164,49
164,101
166,43
166,45
166,101
171,82
177,2
177,8
177,12
177,22
177,58
177,59
177,65
177,66
177,105
179,8
179,22
179,72
179,105
182,30
182,120
188,141
188,149
207,28
207,29
207,82
208,43
208,45
208,67
208,101
209,74
209,141
221,34
221,43
221,45
221,64
221,65
221,76
221,101
266,48
274,42
274,54
274,72
274,120
275,82
280,82
281,48
284,30
284,141
290,97
291,65
319,15
319,34
350,18
358,82
407,2
407,22
407,58
407,59
407,66
407,105
415,8
417,32
445,32
446,39
486,43
486,45
486,101
614,3
614,16
614,50
614,73
614,95
614,135
614,154
614,156
620,6
620,8
620,15
620,26
620,28
620,52
620,53
620,62
620,64
620,65
620,72
620,78
620,113
620,126
620,130
620,140
620,142
620,155
620,157
621,30
622,58
622,59
629,45
629,48
635,2
635,3
635,8
635,11
635,15
635,18
635,22
635,26
635,28
635,29
635,32
635,36
635,37
635,39
635,42
635,43
635,45
635,49
635,50
635,52
635,54
635,55
635,56
635,58
635,59
635,66
635,67
635,69
635,76
635,78
635,81
635,82
635,86
635,91
635,96
635,101
635,105
635,119
635,120
635,126
635,141
635,156
636,42
637,43
637,45
637,58
637,59
637,74
637,101
637,156
640,15
