0,1
2,177
2,407
2,635
3,614
3,635
6,620
8,177
8,179
8,415
8,620
8,635
11,635
12,177
15,319
15,620
15,635
15,640
16,614
18,350
18,635
22,97
22,177
22,179
22,407
22,635
26,620
26,635
28,207
28,620
28,635
29,207
29,635
30,182
30,284
30,621
32,417
32,445
32,635
34,41
34,101
34,221
34,319
36,635
37,635
39,122
39,446
39,635
42,274
42,635
42,636
43,34
43,156
43,164
43,166
43,208
43,221
43,486
43,635
43,637
45,34
45,156
45,164
45,166
45,208
45,221
45,486
45,629
45,635
45,637
48,92
48,266
48,281
48,629
49,164
49,635
50,614
50,635
52,157
52,620
52,635
53,620
54,274
54,635
55,635
56,635
58,13
58,50
58,177
58,407
58,622
58,635
58,637
59,13
59,50
59,177
59,407
59,622
59,635
59,637
62,620
64,221
64,620
65,177
65,221
65,291
65,620
66,177
66,407
66,635
67,208
67,635
69,157
69,635
72,17
72,179
72,274
72,620
73,614
74,156
74,209
74,637
76,221
76,635
78,136
78,620
78,635
81,13
81,37
81,635
82,13
82,163
82,171
82,207
82,275
82,280
82,358
82,635
86,635
91,13
91,37
91,635
95,614
96,635
97,290
101,34
101,156
101,164
101,166
101,208
101,221
101,486
101,635
101,637
105,97
105,177
105,179
105,407
105,635
113,620
119,635
120,13
120,97
120,182
120,274
120,635
125,91
126,620
126,635
130,620
132,101
135,614
140,620
141,114
141,188
141,209
141,284
141,635
142,620
144,100
149,188
154,614
155,620
156,614
156,635
156,637
157,620
