0,1
0,30
0,73
0,78
0,98
0,114
0,138
0,188
0,206
0,304
0,317
0,332
0,405
0,535
0,568
1,67
1,135
1,215
1,233
1,280
1,354
1,355
1,361
1,368
1,381
1,417
1,534
1,552
1,588
1,589
6,200
11,233
11,263
11,534
12,114
12,188
12,304
12,317
13,165
13,321
14,165
14,321
16,71
16,90
16,114
16,568
19,2
19,14
19,15
19,22
19,23
19,24
19,25
19,26
19,30
19,31
19,41
19,50
19,52
19,56
19,60
19,64
19,72
19,75
19,76
19,77
19,80
19,87
19,88
19,90
19,93
19,99
19,116
19,118
19,119
19,120
19,131
19,133
19,144
19,186
19,188
19,196
19,203
19,205
19,206
19,210
19,211
19,222
19,224
19,225
19,228
19,247
19,250
19,260
19,264
19,266
19,273
19,274
19,282
19,285
19,294
19,300
19,303
19,304
19,322
19,326
19,329
19,332
19,335
19,339
19,342
19,343
19,344
19,345
19,346
19,348
19,356
19,360
19,362
19,365
19,367
19,374
19,387
19,388
19,391
19,393
19,397
19,405
19,406
19,413
19,415
19,424
19,434
19,436
19,439
19,447
19,452
19,453
19,464
19,476
19,477
19,481
19,485
19,488
19,489
19,490
19,491
19,497
19,498
19,507
19,523
19,526
19,528
19,539
19,541
19,549
19,561
19,563
19,565
19,568
19,574
19,579
19,584
19,585
19,586
19,591
19,597
19,598
19,599
19,600
19,603
19,604
19,608
19,615
19,618
19,623
19,628
19,630
19,640
21,407
22,309
27,45
27,164
27,550
28,28
28,67
28,110
28,233
28,263
28,280
28,355
28,435
28,501
28,534
28,558
28,575
33,238
33,325
33,535
33,540
33,555
35,151
35,155
35,169
35,181
35,252
35,293
35,306
35,423
35,570
36,10
36,16
36,18
36,54
36,66
36,68
36,117
36,153
36,160
36,191
36,198
36,201
36,213
36,248
36,267
36,269
36,272
36,286
36,288
36,290
36,330
36,351
36,370
36,378
36,383
36,440
36,441
36,442
36,443
36,448
36,458
36,460
36,503
36,510
36,556
36,559
36,560
36,572
36,633
37,359
40,20
40,62
40,79
40,91
40,105
40,119
40,146
40,231
40,259
40,373
40,400
40,411
40,432
40,459
40,520
40,536
40,547
40,573
40,628
41,169
41,181
41,306
41,423
45,59
45,204
48,127
48,313
48,319
52,14
52,15
52,25
52,41
52,60
52,76
52,133
52,206
52,274
52,303
52,326
52,331
52,333
52,356
52,367
52,374
52,429
52,436
52,452
52,476
52,485
52,492
52,497
52,591
52,630
53,555
53,609
54,20
54,37
54,91
54,105
54,146
54,259
54,400
54,432
54,459
54,520
54,536
54,547
58,39
61,39
61,364
62,14
62,15
62,22
62,25
62,26
62,30
62,31
62,40
62,50
62,52
62,64
62,72
62,75
62,78
62,80
62,88
62,90
62,93
62,98
62,114
62,118
62,120
62,133
62,134
62,186
62,188
62,196
62,203
62,205
62,206
62,211
62,222
62,224
62,225
62,247
62,250
62,260
62,264
62,266
62,268
62,274
62,285
62,300
62,304
62,317
62,322
62,326
62,332
62,335
62,342
62,343
62,345
62,348
62,349
62,360
62,362
62,374
62,387
62,388
62,405
62,406
62,413
62,436
62,447
62,452
62,464
62,476
62,477
62,481
62,485
62,489
62,490
62,498
62,507
62,523
62,528
62,539
62,541
62,549
62,561
62,563
62,568
62,574
62,579
62,586
62,591
62,597
62,598
62,599
62,600
62,603
62,604
62,615
62,623
62,640
63,480
63,527
64,480
64,527
69,165
69,321
70,10
70,16
70,18
70,54
70,66
70,68
70,82
70,117
70,145
70,153
70,160
70,191
70,198
70,201
70,213
70,248
70,267
70,269
70,271
70,272
70,279
70,286
70,288
70,290
70,330
70,351
70,366
70,370
70,371
70,378
70,383
70,440
70,441
70,442
70,443
70,448
70,458
70,460
70,467
70,486
70,503
70,510
70,515
70,518
70,546
70,556
70,559
70,560
70,572
70,596
70,632
70,633
72,251
74,165
74,321
75,124
79,9
79,261
79,575
80,35
80,58
80,67
80,84
80,107
80,160
80,284
80,301
80,354
80,355
80,383
80,430
80,435
80,463
80,473
80,511
80,518
80,534
80,543
80,544
80,545
80,601
80,612
88,14
88,15
88,22
88,23
88,24
88,25
88,26
88,30
88,31
88,50
88,52
88,60
88,64
88,75
88,76
88,80
88,88
88,90
88,99
88,116
88,118
88,120
88,131
88,133
88,186
88,196
88,203
88,205
88,206
88,211
88,222
88,225
88,247
88,260
88,266
88,274
88,285
88,303
88,322
88,326
88,332
88,335
88,342
88,343
88,344
88,345
88,348
88,356
88,365
88,367
88,374
88,387
88,388
88,391
88,397
88,405
88,406
88,413
88,436
88,439
88,447
88,452
88,453
88,464
88,476
88,481
88,485
88,488
88,489
88,490
88,491
88,497
88,507
88,523
88,528
88,539
88,549
88,561
88,574
88,579
88,585
88,586
88,591
88,597
88,598
88,600
88,603
88,608
88,623
88,628
88,630
88,640
95,116
97,14
97,15
97,25
97,30
97,40
97,47
97,50
97,52
97,64
97,72
97,78
97,80
97,88
97,90
97,98
97,114
97,118
97,133
97,134
97,188
97,196
97,206
97,211
97,222
97,224
97,228
97,247
97,260
97,266
97,268
97,274
97,285
97,300
97,304
97,314
97,317
97,322
97,332
97,342
97,349
97,360
97,362
97,379
97,387
97,388
97,397
97,405
97,406
97,413
97,437
97,447
97,452
97,464
97,476
97,481
97,489
97,490
97,507
97,516
97,539
97,541
97,549
97,568
97,586
97,597
97,598
97,600
97,603
97,615
97,623
97,640
98,64
98,76
98,80
98,99
98,133
98,188
98,205
98,206
98,222
98,224
98,274
98,285
98,294
98,304
98,333
98,434
98,464
98,476
98,490
98,492
98,585
98,586
98,591
98,597
98,608
98,623
108,73
108,108
108,535
110,114
110,206
110,285
110,304
110,568
113,151
113,169
113,181
113,252
113,293
113,306
113,423
113,570
114,5
114,58
114,67
114,233
114,237
114,263
114,280
114,284
114,368
114,435
114,473
114,501
114,534
114,544
114,545
114,575
114,588
114,625
115,165
115,321
117,165
117,321
118,165
